Name,Season,Date,Competition,Round,Venue,Result,Squad,Opponent
Michail Antonio,2018-2019,2019-01-29,Premier League,Matchweek 24,Away,L 0–3,West Ham,Wolves
Michail Antonio,2018-2019,2019-02-04,Premier League,Matchweek 25,Home,D 1–1,West Ham,Liverpool
Michail Antonio,2018-2019,2019-02-09,Premier League,Matchweek 26,Away,D 1–1,West Ham,Crystal Palace
Tom Davies,2017-2018,2017-10-01,Premier League,Matchweek 7,Home,L 0–1,Everton,Burnley
Tom Davies,2017-2018,2017-10-15,Premier League,Matchweek 8,Away,D 1–1,Everton,Brighton
Tom Davies,2017-2018,2017-10-19,Europa Lg,Group stage,Home,L 1–2,Everton,Lyon
Tom Davies,2017-2018,2017-10-22,Premier League,Matchweek 9,Home,L 2–5,Everton,Arsenal
Tom Davies,2017-2018,2017-10-25,EFL Cup,Fourth round,Away,L 1–2,Everton,Chelsea
Tom Davies,2017-2018,2017-10-29,Premier League,Matchweek 10,Away,L 0–2,Everton,Leicester City
Tom Davies,2017-2018,2017-11-05,Premier League,Matchweek 11,Home,W 3–2,Everton,Watford
Tom Davies,2017-2018,2017-11-18,Premier League,Matchweek 12,Away,D 2–2,Everton,Crystal Palace
Tom Davies,2017-2018,2017-11-23,Europa Lg,Group stage,Home,L 1–5,Everton,Atalanta
Tom Davies,2017-2018,2017-11-29,Premier League,Matchweek 14,Home,W 4–0,Everton,West Ham
Tom Davies,2017-2018,2017-12-02,Premier League,Matchweek 15,Home,W 2–0,Everton,Huddersfield
Tom Davies,2017-2018,2017-12-10,Premier League,Matchweek 16,Away,D 1–1,Everton,Liverpool
Tom Davies,2017-2018,2017-12-13,Premier League,Matchweek 17,Away,W 1–0,Everton,Newcastle Utd
Tom Davies,2017-2018,2017-12-18,Premier League,Matchweek 18,Home,W 3–1,Everton,Swansea City
Serge Aurier,2019-2020,2020-03-10,Champions Lg,Round of 16,Away,L 0–3,Tottenham,RB Leipzig
Serge Aurier,2019-2020,2020-06-19,Premier League,Matchweek 30,Home,D 1–1,Tottenham,Manchester Utd
César Azpilicueta,2018-2019,2019-04-08,Premier League,Matchweek 33,Home,W 2–0,Chelsea,West Ham
César Azpilicueta,2018-2019,2019-04-11,Europa Lg,Quarter-finals,Away,W 1–0,Chelsea,Slavia Prague
César Azpilicueta,2018-2019,2019-04-14,Premier League,Matchweek 34,Away,L 0–2,Chelsea,Liverpool
César Azpilicueta,2018-2019,2019-04-18,Europa Lg,Quarter-finals,Home,W 4–3,Chelsea,Slavia Prague
César Azpilicueta,2018-2019,2019-04-22,Premier League,Matchweek 35,Home,D 2–2,Chelsea,Burnley
César Azpilicueta,2018-2019,2019-04-28,Premier League,Matchweek 36,Away,D 1–1,Chelsea,Manchester Utd
César Azpilicueta,2018-2019,2019-05-02,Europa Lg,Semi-finals,Away,D 1–1,Chelsea,Eint Frankfurt
César Azpilicueta,2018-2019,2019-05-05,Premier League,Matchweek 37,Home,W 3–0,Chelsea,Watford
César Azpilicueta,2018-2019,2019-05-09,Europa Lg,Semi-finals,Home,W 1 ,Chelsea,Eint Frankfurt
César Azpilicueta,2018-2019,2019-05-12,Premier League,Matchweek 38,Away,D 0–0,Chelsea,Leicester City
César Azpilicueta,2018-2019,2019-05-29,Europa Lg,Final,Home,W 4–1,Chelsea,Arsenal
Florin Andone,2017-2018,2017-10-23,La Liga,Matchweek 9,Home,L 1–2,La Coruña,Girona
Florin Andone,2017-2018,2017-10-26,Copa del Rey,Round of 32,Home,L 1–4,La Coruña,Las Palmas
Florin Andone,2017-2018,2017-11-04,La Liga,Matchweek 11,Home,L 0–1,La Coruña,Atlético Madrid
Florin Andone,2017-2018,2017-11-09,Friendlies (M),Friendlies (M),Home,W 2–0,Romania,Turkey
Florin Andone,2017-2018,2017-11-14,Friendlies (M),Friendlies (M),Home,L 0–3,Romania,Netherlands
Florin Andone,2017-2018,2017-11-26,La Liga,Matchweek 13,Home,D 2–2,La Coruña,Athletic Club
Florin Andone,2017-2018,2017-12-02,La Liga,Matchweek 14,Away,L 0–2,La Coruña,Sevilla
Florin Andone,2017-2018,2017-12-23,La Liga,Matchweek 17,Home,L 1–3,La Coruña,Celta Vigo
Florin Andone,2017-2018,2018-01-07,La Liga,Matchweek 18,Away,D 1–1,La Coruña,Villarreal
Florin Andone,2017-2018,2018-01-13,La Liga,Matchweek 19,Home,L 1–2,La Coruña,Valencia
Florin Andone,2017-2018,2018-01-21,La Liga,Matchweek 20,Away,L 1–7,La Coruña,Real Madrid
Florin Andone,2017-2018,2018-01-27,La Liga,Matchweek 21,Home,D 2–2,La Coruña,Levante
Florin Andone,2017-2018,2018-02-12,La Liga,Matchweek 23,Home,L 0–1,La Coruña,Betis
Florin Andone,2017-2018,2018-02-17,La Liga,Matchweek 24,Away,L 0–1,La Coruña,Alavés
Florin Andone,2017-2018,2018-02-23,La Liga,Matchweek 25,Home,D 0–0,La Coruña,Espanyol
Faustino Anjorin,2019-2020,2020-03-08,Premier League,Matchweek 29,Home,W 4–0,Chelsea,Everton
Serge Aurier,2017-2018,2017-11-28,Premier League,Matchweek 14,Away,L 1–2,Tottenham,Leicester City
Serge Aurier,2017-2018,2017-12-06,Champions Lg,Group stage,Home,W 3–0,Tottenham,APOEL FC
Serge Aurier,2017-2018,2017-12-13,Premier League,Matchweek 17,Home,W 2–0,Tottenham,Brighton
Serge Aurier,2017-2018,2017-12-23,Premier League,Matchweek 19,Away,W 3–0,Tottenham,Burnley
Serge Aurier,2017-2018,2017-12-26,Premier League,Matchweek 20,Home,W 5–2,Tottenham,Southampton
Serge Aurier,2017-2018,2018-01-04,Premier League,Matchweek 21,Home,D 1–1,Tottenham,West Ham
Serge Aurier,2017-2018,2018-01-13,Premier League,Matchweek 23,Home,W 4–0,Tottenham,Everton
Serge Aurier,2017-2018,2018-01-21,Premier League,Matchweek 24,Away,D 1–1,Tottenham,Southampton
Serge Aurier,2017-2018,2018-02-07,FA Cup,Fourth round,Home,W 2–0,Tottenham,Newport County
Serge Aurier,2017-2018,2018-02-13,Champions Lg,Round of 16,Away,D 2–2,Tottenham,Juventus
Serge Aurier,2017-2018,2018-02-25,Premier League,Matchweek 28,Away,W 1–0,Tottenham,Crystal Palace
Serge Aurier,2017-2018,2018-03-03,Premier League,Matchweek 29,Home,W 2–0,Tottenham,Huddersfield
Serge Aurier,2017-2018,2018-03-11,Premier League,Matchweek 30,Away,W 4–1,Tottenham,Bournemouth
Serge Aurier,2017-2018,2018-03-24,Friendlies (M),Friendlies (M),Home,D 2–2,Côte d'Ivoire,Togo
Michail Antonio,2017-2018,2018-02-03,Premier League,Matchweek 26,Away,L 1–3,West Ham,Brighton
Michail Antonio,2017-2018,2018-02-10,Premier League,Matchweek 27,Home,W 2–0,West Ham,Watford
Michail Antonio,2017-2018,2018-02-24,Premier League,Matchweek 28,Away,L 1–4,West Ham,Liverpool
Michail Antonio,2017-2018,2018-03-03,Premier League,Matchweek 29,Away,L 1–4,West Ham,Swansea City
Michail Antonio,2017-2018,2018-03-10,Premier League,Matchweek 30,Home,L 0–3,West Ham,Burnley
Michail Antonio,2017-2018,2018-03-31,Premier League,Matchweek 32,Home,W 3–0,West Ham,Southampton
Ibrahim Amadou,2017-2018,2018-03-02,Ligue 1,Matchweek 28,Away,L 1–2,Lille,Nice
Ibrahim Amadou,2017-2018,2018-03-10,Ligue 1,Matchweek 29,Home,D 1–1,Lille,Montpellier
Ibrahim Amadou,2017-2018,2018-03-16,Ligue 1,Matchweek 30,Away,L 1–2,Lille,Monaco
Ibrahim Amadou,2017-2018,2018-04-01,Ligue 1,Matchweek 31,Home,L 0–1,Lille,Amiens
Ibrahim Amadou,2017-2018,2018-05-06,Ligue 1,Matchweek 36,Away,W 3–2,Lille,Toulouse
Michail Antonio,2018-2019,2019-02-22,Premier League,Matchweek 27,Home,W 3–1,West Ham,Fulham
Michail Antonio,2018-2019,2019-02-27,Premier League,Matchweek 28,Away,L 0–1,West Ham,Manchester City
Michail Antonio,2018-2019,2019-03-09,Premier League,Matchweek 30,Away,L 0–2,West Ham,Cardiff City
Michail Antonio,2018-2019,2019-03-16,Premier League,Matchweek 31,Home,W 4–3,West Ham,Huddersfield
Michail Antonio,2018-2019,2019-03-30,Premier League,Matchweek 32,Home,L 0–2,West Ham,Everton
Michail Antonio,2018-2019,2019-04-13,Premier League,Matchweek 34,Away,L 1–2,West Ham,Manchester Utd
Michail Antonio,2018-2019,2019-04-20,Premier League,Matchweek 35,Home,D 2–2,West Ham,Leicester City
Michail Antonio,2018-2019,2019-04-27,Premier League,Matchweek 36,Away,W 1–0,West Ham,Tottenham
Michail Antonio,2018-2019,2019-05-04,Premier League,Matchweek 37,Home,W 3–0,West Ham,Southampton
Michail Antonio,2018-2019,2019-05-12,Premier League,Matchweek 38,Away,W 4–1,West Ham,Watford
Tom Davies,2017-2018,2017-12-23,Premier League,Matchweek 19,Home,D 0–0,Everton,Chelsea
Tom Davies,2017-2018,2017-12-26,Premier League,Matchweek 20,Away,D 0–0,Everton,West Brom
Tom Davies,2017-2018,2018-01-01,Premier League,Matchweek 22,Home,L 0–2,Everton,Manchester Utd
Tom Davies,2017-2018,2018-01-05,FA Cup,Third round,Away,L 1–2,Everton,Liverpool
Tom Davies,2017-2018,2018-01-31,Premier League,Matchweek 25,Home,W 2–1,Everton,Leicester City
Tom Davies,2017-2018,2018-02-03,Premier League,Matchweek 26,Away,L 1–5,Everton,Arsenal
Tom Davies,2017-2018,2018-02-10,Premier League,Matchweek 27,Home,W 3–1,Everton,Crystal Palace
Tom Davies,2017-2018,2018-02-24,Premier League,Matchweek 28,Away,L 0–1,Everton,Watford
Tom Davies,2017-2018,2018-03-03,Premier League,Matchweek 29,Away,L 1–2,Everton,Burnley
Tom Davies,2017-2018,2018-03-10,Premier League,Matchweek 30,Home,W 2–0,Everton,Brighton
Tom Davies,2017-2018,2018-03-17,Premier League,Matchweek 31,Away,W 2–1,Everton,Stoke City
Tom Davies,2017-2018,2018-03-31,Premier League,Matchweek 32,Home,L 1–3,Everton,Manchester City
Tom Davies,2017-2018,2018-04-07,Premier League,Matchweek 33,Home,D 0–0,Everton,Liverpool
Florin Andone,2017-2018,2018-02-28,La Liga,Matchweek 26,Away,L 0–3,La Coruña,Getafe
Florin Andone,2017-2018,2018-03-03,La Liga,Matchweek 27,Home,D 1–1,La Coruña,Eibar
Florin Andone,2017-2018,2018-03-09,La Liga,Matchweek 28,Away,L 0–2,La Coruña,Girona
Florin Andone,2017-2018,2018-03-17,La Liga,Matchweek 29,Home,D 1–1,La Coruña,Las Palmas
Florin Andone,2017-2018,2018-04-01,La Liga,Matchweek 30,Away,L 0–1,La Coruña,Atlético Madrid
Florin Andone,2017-2018,2018-04-06,La Liga,Matchweek 31,Home,W 3–2,La Coruña,Málaga
Florin Andone,2017-2018,2018-04-20,La Liga,Matchweek 34,Away,D 0–0,La Coruña,Leganés
Florin Andone,2017-2018,2018-04-29,La Liga,Matchweek 35,Home,L 2–4,La Coruña,Barcelona
Florin Andone,2017-2018,2018-05-05,La Liga,Matchweek 36,Away,D 1–1,La Coruña,Celta Vigo
Serge Aurier,2017-2018,2018-03-27,Friendlies (M),Friendlies (M),Home,W 2–1,Côte d'Ivoire,Moldova
Serge Aurier,2017-2018,2018-04-07,Premier League,Matchweek 33,Away,W 2–1,Tottenham,Stoke City
Serge Aurier,2017-2018,2018-04-17,Premier League,Matchweek 35,Away,D 1–1,Tottenham,Brighton
Tom Davies,2017-2018,2018-04-23,Premier League,Matchweek 35,Home,W 1–0,Everton,Newcastle Utd
Tom Davies,2017-2018,2018-04-28,Premier League,Matchweek 36,Away,W 2–0,Everton,Huddersfield
Tom Davies,2017-2018,2018-05-05,Premier League,Matchweek 37,Home,D 1–1,Everton,Southampton
Tom Davies,2017-2018,2018-05-13,Premier League,Matchweek 38,Away,L 1–3,Everton,West Ham
Eric Bailly,2017-2018,2017-08-13,Premier League,Matchweek 1,Home,W 4–0,Manchester Utd,West Ham
Eric Bailly,2017-2018,2017-08-19,Premier League,Matchweek 2,Away,W 4–0,Manchester Utd,Swansea City
Eric Bailly,2017-2018,2017-08-26,Premier League,Matchweek 3,Home,W 2–0,Manchester Utd,Leicester City
Eric Bailly,2017-2018,2017-09-02,WCQ — CAF (M),Third round,Away,W 3–0,Côte d'Ivoire,Gabon
Eric Bailly,2017-2018,2017-09-05,WCQ — CAF (M),Third round,Home,L 1–2,Côte d'Ivoire,Gabon
Eric Bailly,2017-2018,2017-09-09,Premier League,Matchweek 4,Away,D 2–2,Manchester Utd,Stoke City
Eric Bailly,2017-2018,2017-09-17,Premier League,Matchweek 5,Home,W 4–0,Manchester Utd,Everton
Eric Bailly,2017-2018,2017-09-23,Premier League,Matchweek 6,Away,W 1–0,Manchester Utd,Southampton
Eric Bailly,2017-2018,2017-09-28,Champions Lg,Group stage,Away,W 4–1,Manchester Utd,CSKA Moscow
Eric Bailly,2017-2018,2017-10-06,WCQ — CAF (M),Third round,Away,D 0–0,Côte d'Ivoire,Mali
Eric Bailly,2017-2018,2017-10-28,Premier League,Matchweek 10,Home,W 1–0,Manchester Utd,Tottenham
Eric Bailly,2017-2018,2017-10-31,Champions Lg,Group stage,Home,W 2–0,Manchester Utd,Benfica
Eric Bailly,2017-2018,2017-11-05,Premier League,Matchweek 11,Away,L 0–1,Manchester Utd,Chelsea
Eric Bailly,2017-2018,2018-02-17,FA Cup,Fifth round,Away,W 2–0,Manchester Utd,Huddersfield
Eric Bailly,2017-2018,2018-02-25,Premier League,Matchweek 28,Home,W 2–1,Manchester Utd,Chelsea
Eric Bailly,2017-2018,2018-03-10,Premier League,Matchweek 30,Home,W 2–1,Manchester Utd,Liverpool
Eric Bailly,2019-2020,2020-01-10,PL2 — Div. 2,Matchweek 15,Home,W 2–1,Manchester Utd,Newcastle Utd
Pierre-Emerick Aubameyang,2018-2019,2018-08-12,Premier League,Matchweek 1,Home,L 0–2,Arsenal,Manchester City
Eric Bailly,2017-2018,2018-03-13,Champions Lg,Round of 16,Home,L 1–2,Manchester Utd,Sevilla
Eric Bailly,2017-2018,2018-03-17,FA Cup,Quarter-finals,Home,W 2–0,Manchester Utd,Brighton
Eric Bailly,2017-2018,2018-03-24,Friendlies (M),Friendlies (M),Home,D 2–2,Côte d'Ivoire,Togo
Eric Bailly,2017-2018,2018-03-27,Friendlies (M),Friendlies (M),Home,W 2–1,Côte d'Ivoire,Moldova
Eric Bailly,2017-2018,2018-04-07,Premier League,Matchweek 33,Away,W 3–2,Manchester Utd,Manchester City
Eric Bailly,2017-2018,2018-05-10,Premier League,Matchweek 31,Away,D 0–0,Manchester Utd,West Ham
Eric Bailly,2017-2018,2018-05-13,Premier League,Matchweek 38,Home,W 1–0,Manchester Utd,Watford
Eric Bailly,2018-2019,2018-08-10,Premier League,Matchweek 1,Home,W 2–1,Manchester Utd,Leicester City
Pierre-Emerick Aubameyang,2017-2018,2017-08-05,DFL-Supercup,DFL-Supercup,Home,L 2 ,Dortmund,Bayern Munich
Leighton Baines,2019-2020,2019-12-07,Premier League,Matchweek 16,Home,W 3–1,Everton,Chelsea
Eric Bailly,2019-2020,2020-02-17,Premier League,Matchweek 26,Away,W 2–0,Manchester Utd,Chelsea
Eric Bailly,2019-2020,2020-02-27,Europa Lg,Round of 32,Home,W 5–0,Manchester Utd,Club Brugge
Eric Bailly,2019-2020,2020-03-05,FA Cup,Fifth round,Away,W 3–0,Manchester Utd,Derby County
Eric Bailly,2019-2020,2020-03-08,Premier League,Matchweek 29,Home,W 2–0,Manchester Utd,Manchester City
Eric Bailly,2019-2020,2020-03-12,Europa Lg,Round of 16,Away,W 5–0,Manchester Utd,LASK
Eric Bailly,2019-2020,2020-06-19,Premier League,Matchweek 30,Away,D 1–1,Manchester Utd,Tottenham
Pierre-Emerick Aubameyang,2019-2020,2019-08-11,Premier League,Matchweek 1,Away,W 1–0,Arsenal,Newcastle Utd
Pierre-Emerick Aubameyang,2018-2019,2018-08-18,Premier League,Matchweek 2,Away,L 2–3,Arsenal,Chelsea
Pierre-Emerick Aubameyang,2018-2019,2018-08-25,Premier League,Matchweek 3,Home,W 3–1,Arsenal,West Ham
Pierre-Emerick Aubameyang,2018-2019,2018-09-02,Premier League,Matchweek 4,Away,W 3–2,Arsenal,Cardiff City
Pierre-Emerick Aubameyang,2018-2019,2018-09-08,Africa Cup of Nations qualification,Group stage,Home,D 1–1,Gabon,Burundi
Pierre-Emerick Aubameyang,2018-2019,2018-09-15,Premier League,Matchweek 5,Away,W 2–1,Arsenal,Newcastle Utd
Pierre-Emerick Aubameyang,2018-2019,2018-09-20,Europa Lg,Group stage,Home,W 4–2,Arsenal,Vorskla Poltava
Pierre-Emerick Aubameyang,2018-2019,2018-09-23,Premier League,Matchweek 6,Home,W 2–0,Arsenal,Everton
Pierre-Emerick Aubameyang,2018-2019,2018-09-29,Premier League,Matchweek 7,Home,W 2–0,Arsenal,Watford
Pierre-Emerick Aubameyang,2018-2019,2018-10-07,Premier League,Matchweek 8,Away,W 5–1,Arsenal,Fulham
Pierre-Emerick Aubameyang,2018-2019,2018-10-12,Africa Cup of Nations qualification,Group stage,Home,W 3–0,Gabon,South Sudan
Pierre-Emerick Aubameyang,2018-2019,2018-10-22,Premier League,Matchweek 9,Home,W 3–1,Arsenal,Leicester City
Pierre-Emerick Aubameyang,2018-2019,2018-10-25,Europa Lg,Group stage,Away,W 1–0,Arsenal,Sporting CP
Pierre-Emerick Aubameyang,2018-2019,2018-10-28,Premier League,Matchweek 10,Away,D 2–2,Arsenal,Crystal Palace
Pierre-Emerick Aubameyang,2018-2019,2018-10-31,EFL Cup,Fourth round,Home,W 2–1,Arsenal,Blackpool
Pierre-Emerick Aubameyang,2018-2019,2018-11-03,Premier League,Matchweek 11,Home,D 1–1,Arsenal,Liverpool
Eric Bailly,2018-2019,2018-08-19,Premier League,Matchweek 2,Away,L 2–3,Manchester Utd,Brighton
Eric Bailly,2018-2019,2018-09-02,Premier League,Matchweek 4,Away,W 2–0,Manchester Utd,Burnley
Eric Bailly,2018-2019,2018-09-09,Africa Cup of Nations qualification,Group stage,Away,W 2–1,Côte d'Ivoire,Rwanda
Eric Bailly,2018-2019,2018-09-15,Premier League,Matchweek 5,Away,W 2–1,Manchester Utd,Watford
Eric Bailly,2018-2019,2018-09-25,EFL Cup,Third round,Home,L 2 ,Manchester Utd,Derby County
Eric Bailly,2018-2019,2018-10-02,Champions Lg,Group stage,Home,D 0–0,Manchester Utd,Valencia
Eric Bailly,2018-2019,2018-10-06,Premier League,Matchweek 8,Home,W 3–2,Manchester Utd,Newcastle Utd
Eric Bailly,2018-2019,2018-10-12,Africa Cup of Nations qualification,Group stage,Home,W 4–0,Côte d'Ivoire,Central African Republic
Eric Bailly,2018-2019,2018-10-16,Africa Cup of Nations qualification,Group stage,Away,D 0–0,Côte d'Ivoire,Central African Republic
Eric Bailly,2018-2019,2018-12-05,Premier League,Matchweek 15,Home,D 2–2,Manchester Utd,Arsenal
Eric Bailly,2018-2019,2018-12-12,Champions Lg,Group stage,Away,L 1–2,Manchester Utd,Valencia
Eric Bailly,2018-2019,2018-12-16,Premier League,Matchweek 17,Away,L 1–3,Manchester Utd,Liverpool
Eric Bailly,2018-2019,2018-12-30,Premier League,Matchweek 20,Home,W 4–1,Manchester Utd,Bournemouth
Eric Bailly,2018-2019,2019-01-25,FA Cup,Fourth round,Away,W 3–1,Manchester Utd,Arsenal
Pierre-Emerick Aubameyang,2017-2018,2017-08-12,DFB-Pokal,First round,Away,W 4–0,Dortmund,Rielasingen
Pierre-Emerick Aubameyang,2017-2018,2017-08-19,Bundesliga,Matchweek 1,Away,W 3–0,Dortmund,Wolfsburg
Pierre-Emerick Aubameyang,2017-2018,2017-08-26,Bundesliga,Matchweek 2,Home,W 2–0,Dortmund,Hertha BSC
Pierre-Emerick Aubameyang,2017-2018,2017-09-09,Bundesliga,Matchweek 3,Away,D 0–0,Dortmund,Freiburg
Pierre-Emerick Aubameyang,2017-2018,2017-09-13,Champions Lg,Group stage,Away,L 1–3,Dortmund,Tottenham
Pierre-Emerick Aubameyang,2017-2018,2017-09-17,Bundesliga,Matchweek 4,Home,W 5–0,Dortmund,Köln
Pierre-Emerick Aubameyang,2017-2018,2017-09-20,Bundesliga,Matchweek 5,Away,W 3–0,Dortmund,Hamburger SV
Pierre-Emerick Aubameyang,2017-2018,2017-09-23,Bundesliga,Matchweek 6,Home,W 6–1,Dortmund,M'gladbach
Pierre-Emerick Aubameyang,2017-2018,2017-09-26,Champions Lg,Group stage,Home,L 1–3,Dortmund,Real Madrid
Pierre-Emerick Aubameyang,2017-2018,2017-09-30,Bundesliga,Matchweek 7,Away,W 2–1,Dortmund,Augsburg
Pierre-Emerick Aubameyang,2017-2018,2017-10-07,WCQ — CAF (M),Third round,Away,L 0–3,Gabon,Morocco
Pierre-Emerick Aubameyang,2017-2018,2017-10-14,Bundesliga,Matchweek 8,Home,L 2–3,Dortmund,RB Leipzig
Pierre-Emerick Aubameyang,2017-2018,2017-10-17,Champions Lg,Group stage,Away,D 1–1,Dortmund,APOEL FC
Pierre-Emerick Aubameyang,2017-2018,2017-10-21,Bundesliga,Matchweek 9,Away,D 2–2,Dortmund,Eint Frankfurt
Leighton Baines,2019-2020,2019-12-15,Premier League,Matchweek 17,Away,D 1–1,Everton,Manchester Utd
Leighton Baines,2019-2020,2019-12-18,EFL Cup,Quarter-finals,Home,L 2 ,Everton,Leicester City
Leighton Baines,2019-2020,2019-12-28,Premier League,Matchweek 20,Away,W 2–1,Everton,Newcastle Utd
Leighton Baines,2019-2020,2020-02-23,Premier League,Matchweek 27,Away,L 2–3,Everton,Arsenal
Leighton Baines,2019-2020,2020-03-01,Premier League,Matchweek 28,Home,D 1–1,Everton,Manchester Utd
Pierre-Emerick Aubameyang,2019-2020,2019-08-17,Premier League,Matchweek 2,Home,W 2–1,Arsenal,Burnley
Pierre-Emerick Aubameyang,2019-2020,2019-08-24,Premier League,Matchweek 3,Away,L 1–3,Arsenal,Liverpool
Pierre-Emerick Aubameyang,2019-2020,2019-09-01,Premier League,Matchweek 4,Home,D 2–2,Arsenal,Tottenham
Pierre-Emerick Aubameyang,2019-2020,2019-09-15,Premier League,Matchweek 5,Away,D 2–2,Arsenal,Watford
Pierre-Emerick Aubameyang,2019-2020,2019-09-19,Europa Lg,Group stage,Away,W 3–0,Arsenal,Eint Frankfurt
Pierre-Emerick Aubameyang,2019-2020,2019-09-22,Premier League,Matchweek 6,Home,W 3–2,Arsenal,Aston Villa
Pierre-Emerick Aubameyang,2019-2020,2019-09-30,Premier League,Matchweek 7,Away,D 1–1,Arsenal,Manchester Utd
Pierre-Emerick Aubameyang,2019-2020,2019-10-03,Europa Lg,Group stage,Home,W 4–0,Arsenal,Standard Liège
Pierre-Emerick Aubameyang,2019-2020,2019-10-06,Premier League,Matchweek 8,Home,W 1–0,Arsenal,Bournemouth
Pierre-Emerick Aubameyang,2019-2020,2019-10-10,Friendlies (M),Friendlies (M),Away,W 1–0,Gabon,Burkina Faso
Pierre-Emerick Aubameyang,2019-2020,2019-10-15,Friendlies (M),Friendlies (M),Away,W 3–2,Gabon,Morocco
Pierre-Emerick Aubameyang,2019-2020,2019-10-21,Premier League,Matchweek 9,Away,L 0–1,Arsenal,Sheffield Utd
Leighton Baines,2018-2019,2018-08-11,Premier League,Matchweek 1,Away,D 2–2,Everton,Wolves
Stuart Armstrong,2019-2020,2019-08-17,Premier League,Matchweek 2,Home,L 1–2,Southampton,Liverpool
Pierre-Emerick Aubameyang,2018-2019,2018-11-08,Europa Lg,Group stage,Home,D 0–0,Arsenal,Sporting CP
Pierre-Emerick Aubameyang,2018-2019,2018-11-11,Premier League,Matchweek 12,Home,D 1–1,Arsenal,Wolves
Pierre-Emerick Aubameyang,2018-2019,2018-11-25,Premier League,Matchweek 13,Away,W 2–1,Arsenal,Bournemouth
Pierre-Emerick Aubameyang,2018-2019,2018-12-02,Premier League,Matchweek 14,Home,W 4–2,Arsenal,Tottenham
Pierre-Emerick Aubameyang,2018-2019,2018-12-05,Premier League,Matchweek 15,Away,D 2–2,Arsenal,Manchester Utd
Pierre-Emerick Aubameyang,2018-2019,2018-12-08,Premier League,Matchweek 16,Home,W 1–0,Arsenal,Huddersfield
Pierre-Emerick Aubameyang,2018-2019,2018-12-16,Premier League,Matchweek 17,Away,L 2–3,Arsenal,Southampton
Pierre-Emerick Aubameyang,2018-2019,2018-12-19,EFL Cup,Quarter-finals,Home,L 0–2,Arsenal,Tottenham
Pierre-Emerick Aubameyang,2018-2019,2018-12-22,Premier League,Matchweek 18,Home,W 3–1,Arsenal,Burnley
Pierre-Emerick Aubameyang,2018-2019,2018-12-26,Premier League,Matchweek 19,Away,D 1–1,Arsenal,Brighton
